,OPERATOR_CD,AIRCRAFT_CD,FLEET_CD,CHAPTER_CD,PART_GROUP_CD,PART_NUMBER,SERIAL_NUMBER,INSTALL_DT,REMOVAL_DT,AIRCRAFT_AGE,REPETITIVE_FAULT_QT,MEL_QTY,DELAY_QTY,TIME_SINCE_INSTALL_CYCLES,TIME_SINCE_NEW_CYCLES,PART_REMOVAL
3016,VST,479,737,35,5L7Y8H1R,CCTRF63Q3X,SX8EZ8X,9/6/2016 12:59:56 PM,10/29/2017,19,3,196.0,63.0,1208,1208,1
3017,VST,479,737,35,5L7Y8H1R,CCTRF63Q3X,SRJPYAL,9/6/2016 12:59:53 PM,10/29/2017,19,3,196.0,63.0,1208,1208,1
3018,VST,479,737,35,5L7Y8H1R,CCTRF63Q3X,SI97UHM,9/6/2016 12:59:58 PM,10/29/2017,19,3,196.0,63.0,1208,1208,1
3019,VST,479,737,35,5L7Y8H1R,CCTRF63Q3X,SV519Y4,9/6/2016 12:59:52 PM,10/29/2017,19,3,196.0,63.0,1208,1208,1
3020,VST,479,737,35,5L7Y8H1R,CCTRF63Q3X,S29OYZZ,9/6/2016 12:59:52 PM,10/29/2017,19,3,196.0,63.0,1208,1208,1
3021,VST,479,737,35,S2H5R1K6,L4DPH8ESS3,SRLBJ6G,5/12/2019 03:20:00 PM,5/12/2019,22,0,68.0,63.0,0,0,1
3022,JUE,784,737,32,FHBEJT36,K49TK70AOI,SBTYCFP,8/2/2017 03:00:00 AM,10/26/2017,26,0,79.0,63.0,58,261,0
3023,JUE,784,737,32,FHBEJT36,K49TK70AOI,S1GITGN,6/14/2017 04:33:00 AM,12/1/2017,26,0,120.0,6.0,199,199,1
3024,JUE,784,737,32,FHBEJT36,K49TK70AOI,S2AFO8B,2/24/2019 01:00:00 AM,6/5/2019,27,0,50.0,6.0,222,222,1
3025,JUE,784,737,32,A9QRM62R,2ALV0B97OV,SISK8DB,10/22/2017 08:00:00 PM,10/22/2017,26,0,68.0,6.0,0,0,1
3026,JUE,784,737,32,A9QRM62R,2ALV0B97OV,SISNOA9,8/6/2014 08:24:14 AM,10/29/2017,23,4,690.0,43.0,2290,2290,1
3027,JUE,784,737,33,NM8LXRH6,VNS4IPYLRU,SB6LYZZ,12/4/2017 03:00:00 AM,12/4/2017,26,0,68.0,43.0,0,0,1
3028,JUE,784,737,33,IO2BI6D7,4RQGCH7WVB,SZ1L52A,1/26/2016 02:46:28 PM,1/26/2016,24,0,68.0,43.0,0,0,0
3029,JUE,784,737,33,IO2BI6D7,4RQGCH7WVB,SOC575O,10/26/2017 08:00:00 PM,10/26/2017,26,0,68.0,43.0,0,0,0
3030,JUE,784,737,33,IO2BI6D7,4RQGCH7WVB,SLGSR9O,11/5/2017 12:00:00 PM,11/5/2017,26,0,68.0,43.0,0,0,0
3031,JUE,784,737,34,0B34RUZA,HPL08I8RZM,SFHU8FR,5/16/2016 08:36:05 AM,5/24/2016,24,0,4.0,43.0,20,20,1
3032,JUE,784,737,34,X7SPI3HA,IEQA86RX06,SBOJKIT,8/11/2013 03:38:13 PM,11/4/2016,22,4,454.0,34.0,2271,2271,1
3033,VST,479,737,35,S2H5R1K6,L4DPH8ESS3,SGCW5ZT,5/12/2019 03:20:00 PM,5/12/2019,22,0,68.0,34.0,0,0,1
3034,VST,479,737,35,S2H5R1K6,L4DPH8ESS3,S1TD8PN,5/12/2019 03:20:00 PM,5/12/2019,22,0,68.0,34.0,0,0,1
3035,VST,479,737,35,JXK1JF3A,FDO7Z6CGG5,S7CXK3G,12/3/2016 10:41:02 AM,1/24/2017,19,0,22.0,10.0,196,9172,0
3036,VST,479,737,35,JXK1JF3A,FDO7Z6CGG5,SC8ABVY,12/30/2016 10:48:53 AM,1/26/2017,19,0,12.0,5.0,102,102,0
3037,VST,479,737,35,JXK1JF3A,FDO7Z6CGG5,SRKI0L9,9/6/2016 11:26:17 AM,3/22/2017,19,0,84.0,32.0,597,645,0
3038,VST,479,737,35,JXK1JF3A,FDO7Z6CGG5,SJ5UCXM,3/29/2017 05:11:26 PM,4/30/2017,20,2,15.0,12.0,108,11452,0
3039,VST,479,737,35,JXK1JF3A,FDO7Z6CGG5,SE9LNAB,1/5/2018 06:30:00 AM,1/9/2018,20,0,3.0,1.0,12,806,0
3040,VST,479,737,35,JXK1JF3A,FDO7Z6CGG5,S7CXK3G,7/20/2018 09:54:00 PM,8/1/2018,21,0,4.0,1.0,21,9893,0
3041,VST,479,737,35,JXK1JF3A,FDO7Z6CGG5,SI9AXTA,10/5/2018 07:44:00 AM,11/30/2018,21,0,21.0,1.0,134,202,0
3042,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SPZ4NLT,9/6/2016 11:26:22 AM,10/1/2016,19,0,8.0,9.0,47,632,0
3043,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SVJ27I8,9/6/2016 11:26:20 AM,10/27/2016,19,0,23.0,13.0,89,89,0
3044,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,S17YQAM,10/2/2016 11:12:36 AM,10/27/2016,19,0,14.0,4.0,42,2095,0
3045,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SNGZ2JY,12/13/2016 07:03:31 AM,12/22/2016,19,0,3.0,2.0,36,98,0
3046,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SUIAQEH,12/23/2016 01:40:46 PM,12/29/2016,19,0,3.0,2.0,30,791,0
3047,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SUIAQEH,1/28/2017 06:55:59 AM,2/2/2017,20,0,1.0,1.0,28,819,0
3048,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,S5JW9RU,4/30/2017 07:46:00 AM,5/13/2017,20,1,7.0,1.0,48,750,0
3049,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SNGZ2JY,4/9/2017 07:27:14 AM,6/17/2017,20,3,38.0,5.0,216,611,0
3050,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,S5JW9RU,5/29/2017 08:01:00 AM,8/12/2017,20,0,34.0,7.0,191,941,0
3051,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SEJ4DY6,5/17/2017 12:07:00 AM,11/15/2017,20,0,99.0,10.0,460,789,0
3052,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SQ4GJKW,9/30/2017 05:13:00 PM,11/16/2017,20,0,30.0,10.0,84,332,0
3053,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SI0A6SJ,11/16/2017 07:43:00 AM,11/30/2017,20,0,7.0,10.0,48,619,0
3054,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SYEJ17A,9/29/2017 08:28:00 AM,12/6/2017,20,0,45.0,10.0,156,533,0
3055,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SLX5AOY,11/15/2017 04:47:00 PM,12/6/2017,20,0,18.0,10.0,68,9064,0
3056,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,S9GSLI5,12/6/2017 04:43:00 PM,12/14/2017,20,0,3.0,10.0,24,24,0
3057,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SSJX3NX,12/6/2017 08:06:00 AM,1/5/2018,20,0,11.0,1.0,108,972,0
3058,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SJ7IMX2,10/1/2017 04:54:00 PM,1/24/2018,20,0,63.0,2.0,308,922,0
3059,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,S27B2P0,1/14/2018 08:07:00 AM,2/1/2018,20,0,5.0,1.0,54,1601,0
3060,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SJPI9B7,1/9/2018 07:53:00 AM,2/18/2018,20,0,19.0,1.0,130,2260,0
3061,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SCN0GAI,2/15/2018 06:30:00 AM,3/21/2018,21,0,10.0,3.0,98,1378,0
3062,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SISPMUS,3/27/2018 05:30:00 PM,3/28/2018,21,0,68.0,3.0,4,556,0
3063,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,S27B2P0,3/3/2018 07:00:00 AM,4/1/2018,21,0,6.0,3.0,80,1681,0
3064,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SRGTLO4,4/27/2018 04:51:00 PM,4/27/2018,21,0,68.0,3.0,0,1329,0
3065,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SJILI5Y,7/19/2017 07:00:00 AM,5/2/2018,20,2,141.0,12.0,826,1637,0
3066,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SCN0GAI,4/1/2018 07:45:00 AM,5/4/2018,21,2,8.0,2.0,106,1484,0
3067,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,S1N04LR,4/27/2018 04:51:00 PM,6/12/2018,21,0,26.0,2.0,132,167,0
3068,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SUOGK6P,5/29/2018 07:43:00 AM,8/1/2018,21,0,39.0,1.0,145,11182,0
3069,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SISPMUS,6/24/2018 08:08:00 AM,9/19/2018,21,0,37.0,1.0,195,859,0
3070,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SN96Y9Y,11/9/2018 04:48:00 PM,11/20/2018,21,0,3.0,1.0,30,1155,0
3071,JUE,784,737,34,KF5BMNRS,PQ3GFNA93Z,S01HBRR,4/25/2015 08:50:30 AM,7/2/2015,23,0,39.0,4.0,152,4287,1
3072,JUE,784,737,34,KF5BMNRS,PQ3GFNA93Z,SKMKJWI,7/2/2015 07:10:14 AM,6/13/2017,24,0,417.0,28.0,1461,1461,1
3073,JUE,784,737,34,KF5BMNRS,PQ3GFNA93Z,S5Q11AW,11/19/2017 03:20:00 AM,11/20/2017,26,0,68.0,28.0,4,4,1
3074,JUE,784,737,34,O9AFQD5K,ZHUEKNDS40,SNKP98N,6/9/2013 03:15:05 PM,7/20/2016,22,4,382.0,29.0,2154,3432,0
3075,JUE,784,737,34,O9AFQD5K,ZHUEKNDS40,SU6B4M0,3/2/2015 03:42:59 PM,7/20/2016,23,0,269.0,22.0,1002,4193,1
3076,JUE,784,737,34,L9YH1MM6,IJEYMHGYT8,SR8NKY8,10/11/2014 10:20:44 AM,11/5/2014,23,0,14.0,2.0,56,56,1
3077,JUE,784,737,34,L9YH1MM6,IJEYMHGYT8,S7EASIG,11/3/2013 10:03:52 AM,11/24/2014,22,4,52.0,3.0,647,1863,1
3078,JUE,784,737,34,L9YH1MM6,IJEYMHGYT8,SH5C1CW,11/28/2014 07:36:49 AM,12/4/2014,23,0,3.0,1.0,18,18,1
3079,JUE,784,737,34,L9YH1MM6,IJEYMHGYT8,SHK7X4P,12/8/2014 11:36:39 AM,1/22/2015,23,0,31.0,1.0,124,124,1
3080,JUE,784,737,34,L9YH1MM6,IJEYMHGYT8,S5I4DL4,4/20/2015 08:23:26 AM,11/5/2018,23,0,763.0,54.0,2623,2623,1
3081,JUE,784,737,34,G2H93V08,WVZTDGKZPN,SOUPXIW,4/23/2013 01:27:37 PM,12/8/2014,21,4,60.0,4.0,1038,16682,1
3082,JUE,784,737,34,V0YX3W1E,0933NB9ATX,STIHG5I,9/10/2014 02:38:17 PM,12/2/2014,23,0,44.0,4.0,168,168,0
3083,JUE,784,737,34,V0YX3W1E,0933NB9ATX,S5XJA7T,12/6/2014 08:51:40 AM,6/1/2015,23,0,99.0,7.0,423,423,1
3084,JUE,784,737,34,V0YX3W1E,0933NB9ATX,SDXWZTG,4/1/2017 01:17:18 PM,11/27/2017,25,0,172.0,8.0,382,382,0
3085,JUE,784,737,34,V0YX3W1E,0933NB9ATX,SDXWZTG,11/27/2017 03:00:00 AM,5/12/2018,26,0,67.0,8.0,0,382,0
3086,JUE,784,737,34,V0YX3W1E,0933NB9ATX,SHYVTYZ,5/17/2018 04:11:00 AM,5/20/2018,26,0,3.0,1.0,9,16718,0
3087,JUE,784,737,34,GMW3M1MW,JM7F67M8WI,SL8WHRW,2/21/2014 02:31:41 PM,4/10/2019,22,4,1010.0,68.0,3706,4839,1
3088,JUE,784,737,34,XYX3VDYJ,A7FPZXYSCS,SCYWYIS,6/11/2014 08:22:49 AM,4/9/2019,23,1,1010.0,68.0,3487,3842,1
3089,JUE,784,737,34,ZG4ZMQHO,HJAE2I80OE,S8Q9TPX,12/13/2014 08:20:18 AM,10/28/2018,23,0,815.0,56.0,2918,2918,1
3090,JUE,784,737,34,ZG4ZMQHO,HJAE2I80OE,SDBIH44,3/28/2019 04:00:00 AM,4/1/2019,27,0,5.0,56.0,8,12684,1
3091,JUE,784,737,34,9RUMUTNF,H4PTOWFVMK,SUZEBN0,4/5/2018 05:25:00 AM,6/27/2018,26,0,43.0,4.0,192,1062,0
3092,JUE,784,737,34,R8G1QOA4,8Y7QOSPFHB,SWI3BTG,10/31/2016 11:05:56 AM,9/7/2017,25,0,181.0,9.0,649,6418,1
3093,JUE,784,737,35,8WHOXP3G,ZJLUTTH9JU,SSZ16FN,6/24/2015 08:42:56 AM,7/18/2016,24,0,207.0,16.0,737,11029,0
3094,JUE,784,737,35,8WHOXP3G,ZJLUTTH9JU,SLCJ97Y,1/22/2019 10:42:00 AM,1/22/2019,27,0,68.0,16.0,0,22777,0
3095,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SUOGK6P,11/19/2018 08:01:00 AM,11/30/2018,21,0,8.0,16.0,30,11212,0
3096,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,S66BN28,10/19/2018 07:40:00 AM,11/30/2018,21,0,17.0,1.0,104,1325,0
3097,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SNZUX8D,6/20/2018 06:54:00 AM,11/30/2018,21,0,67.0,2.0,369,1853,0
3098,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,S7SQCG4,5/27/2018 05:08:00 PM,1/6/2019,21,0,96.0,2.0,521,2026,0
3099,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,SI5IV02,1/23/2019 08:10:00 AM,2/15/2019,22,0,14.0,2.0,50,1790,0
3100,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,S66BN28,3/10/2019 06:58:00 AM,3/10/2019,22,0,68.0,2.0,0,1325,0
3101,VST,479,737,35,JXK1JF3A,LGKCSK7X1K,S1N04LR,3/27/2019 07:06:00 AM,7/2/2019,22,2,29.0,2.0,152,609,0
3102,VST,479,737,36,6ARSRTYM,XFRH0YNZZC,SXNNIGX,4/4/2018 04:18:00 PM,4/4/2018,21,0,68.0,2.0,0,0,1
3103,VST,479,737,38,9OEYFG52,08FUHAGPYV,S9KBOH1,12/11/2016 11:00:27 AM,12/10/2016,19,0,68.0,2.0,0,0,1
3104,JUE,784,737,35,6D5FGSHS,FDO7Z6CGG5,SG2O7A1,9/15/2013 12:57:03 PM,8/17/2014,22,2,4.0,2.0,556,4583,0
3105,JUE,784,737,35,6D5FGSHS,FDO7Z6CGG5,SFM9ACN,2/16/2015 11:47:30 AM,11/19/2015,23,0,158.0,15.0,606,1212,0
3106,JUE,784,737,35,6D5FGSHS,FDO7Z6CGG5,SYSMNBU,6/7/2014 08:17:35 AM,11/27/2015,23,0,266.0,22.0,1075,2617,0
3107,JUE,784,737,35,6D5FGSHS,FDO7Z6CGG5,SBPOTKP,4/8/2014 10:12:19 AM,11/27/2015,22,0,266.0,22.0,1211,6057,0
3108,JUE,784,737,35,6D5FGSHS,FDO7Z6CGG5,SG2O7A1,8/18/2014 09:22:05 AM,12/17/2016,23,0,468.0,36.0,1727,6310,0
3109,JUE,784,737,35,6D5FGSHS,FDO7Z6CGG5,S1CXI7S,1/19/2018 07:11:00 PM,10/6/2018,26,0,131.0,7.0,591,5669,0
3110,JUE,784,737,38,N4FH7T80,WF0GJLJ253,S22UH3O,9/26/2016 11:17:33 AM,11/4/2018,25,0,458.0,30.0,1583,1583,1
3111,JUE,784,737,38,ETD042M0,J90AC89WMI,SDXS2D7,8/6/2014 09:06:44 AM,8/11/2014,23,0,1.0,30.0,0,0,1
3112,JUE,784,737,38,J2US1GG6,2DGD3BCKUC,SZ2LV14,11/21/2016 10:48:50 AM,11/21/2016,25,0,68.0,30.0,0,0,1
3113,JUE,784,737,38,MXXVGQJA,7LNUBN7I9O,STDJXKR,8/13/2014 08:32:40 AM,8/17/2014,23,0,3.0,30.0,0,0,1
3114,JUE,784,737,44,EOW9EFME,FWYLO5EBDL,S7PBY83,9/7/2014 01:20:49 PM,9/3/2014,23,0,68.0,30.0,0,0,1
3115,JUE,784,737,44,EOW9EFME,FWYLO5EBDL,SCQ292S,1/22/2017 12:27:21 PM,5/8/2018,25,0,283.0,18.0,918,1683,0
3116,JUE,784,737,44,SGVQIETH,S9E5H3H68L,SK9M2Q7,2/26/2017 02:44:36 PM,2/23/2017,25,0,68.0,18.0,0,0,0
3117,JUE,784,737,44,SGVQIETH,G2RH1GEHC9,S9CKLED,2/15/2015 02:45:41 PM,2/13/2015,23,0,68.0,18.0,0,0,0
3118,JUE,784,737,44,SGVQIETH,G2RH1GEHC9,S7O8QED,2/15/2015 02:45:39 PM,2/13/2015,23,0,68.0,18.0,0,0,1
3119,JUE,784,737,44,SGVQIETH,G2RH1GEHC9,SWUOKQN,2/15/2015 02:45:38 PM,2/13/2015,23,0,68.0,18.0,0,0,0
3120,JUE,784,737,44,IDD52GL9,34OR8H5B22,SXQD00U,4/20/2015 08:55:34 AM,7/29/2018,23,0,692.0,49.0,2373,2373,1
3121,JUE,784,737,44,IDD52GL9,34OR8H5B22,SDK9RMH,7/29/2018 07:00:00 PM,11/18/2018,27,0,77.0,5.0,306,306,1
3122,JUE,784,737,49,ODUACI0R,8POD6GSA6U,SN8GDBL,10/23/2016 01:20:04 PM,11/25/2016,25,0,16.0,5.0,80,2316,1
3123,JUE,784,737,56,8UHVXJBU,1BURVO0TE1,SSE80PG,11/7/2017 10:40:00 AM,11/7/2017,26,0,68.0,5.0,0,0,1
3124,JUE,784,737,22,47PV2W0A,CTW0693D6R,SY9RNBX,9/15/2017 08:00:00 PM,9/15/2017,26,0,68.0,5.0,0,0,1
3125,JUE,784,737,22,7ESBSQ3Z,HRVRG21YPG,SD8A8JC,2/14/2016 10:23:31 AM,2/12/2016,24,0,68.0,5.0,0,0,0
3126,JUE,784,737,22,7ESBSQ3Z,HRVRG21YPG,S6TL4IY,2/14/2016 10:23:32 AM,2/12/2016,24,0,68.0,5.0,0,0,0
3127,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SVHL4D6,12/2/2015 11:49:33 AM,12/2/2015,24,0,68.0,5.0,0,0,1
3128,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SHZQW1G,4/17/2016 12:50:32 PM,4/17/2016,24,0,68.0,5.0,0,0,1
3129,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SVJ0B1D,8/7/2016 11:22:36 AM,9/12/2016,25,0,29.0,3.0,84,84,0
3130,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SCMBA8M,8/4/2018 04:00:00 AM,8/4/2018,27,0,68.0,3.0,0,0,1
3131,JUE,784,737,77,LK3E8HWE,4RK6KNUIZ3,SZ03RLO,2/2/2019 01:30:00 AM,2/2/2019,27,0,68.0,3.0,0,0,1
3132,JUE,784,737,77,6NWPYZ1X,OE1DZVQRGQ,SXE13T7,11/11/2012 11:29:51 AM,9/15/2017,21,4,633.0,43.0,3299,3299,1
3133,JUE,784,737,78,2RL5QKDM,JY4RUCEIKM,SJ7JRZM,11/25/2017 12:55:00 PM,11/25/2017,26,0,68.0,43.0,0,0,1
3134,JUE,784,737,78,UUWOX0N5,LLEFXPHNO0,S2JB77X,9/17/2017 08:00:00 PM,9/17/2017,26,0,68.0,43.0,0,0,1
3135,JUE,784,737,78,UUWOX0N5,LLEFXPHNO0,SMK1MKT,11/7/2017 10:56:00 AM,11/7/2017,26,0,68.0,43.0,0,0,1
3136,JUE,784,737,737,7RBH0HXZ,7LIQ96124R,SC8JLP7,11/3/2014 12:57:37 PM,10/28/2014,23,0,68.0,43.0,0,0,1
3137,JUE,784,737,737,EOW9EFME,FWYLO5EBDL,SRJE8BM,12/27/2014 10:45:28 AM,3/26/2015,23,0,49.0,3.0,212,212,0
3138,JUE,784,737,737,52QD25Y6,FV7F604PWT,SB1CP2F,11/29/2015 11:35:31 AM,9/26/2017,24,0,375.0,21.0,1277,1277,1
3139,JUE,784,737,737,HVCOYCGG,G2F16VSTR2,S4L2301,2/16/2013 09:44:52 AM,10/4/2015,21,0,227.0,18.0,1821,5221,1
3140,JUE,784,737,737,0H5KJZCK,WFFHRBSB2S,SPR76IZ,2/16/2013 01:59:34 PM,8/17/2014,21,0,4.0,18.0,942,942,1
3141,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S1QEMDC,4/3/2016 09:22:14 AM,8/16/2018,24,2,513.0,35.0,1764,1764,1
3142,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SPXUAUU,12/10/2016 12:06:00 PM,9/8/2018,25,0,377.0,22.0,1267,1267,1
3143,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SSWEYWN,10/6/2015 01:29:13 PM,9/8/2018,24,2,619.0,37.0,2103,2103,1
3144,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SWPF7NJ,4/30/2017 03:00:00 AM,9/20/2018,25,0,289.0,16.0,961,1536,0
3145,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,SOF8NED,2/18/2015 02:00:37 PM,3/12/2015,23,0,14.0,16.0,56,168,0
3146,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,S15NY28,6/8/2016 02:38:35 PM,6/8/2016,25,0,68.0,16.0,0,0,1
3147,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,S7Y59TO,7/27/2017 03:00:00 AM,8/12/2018,26,0,221.0,15.0,708,2594,0
3148,JUE,784,737,23,3TW04H4D,DKZ2CWKVPH,SQ7FD7O,12/9/2012 01:51:06 PM,10/23/2014,21,5,32.0,1.0,1124,1130,1
3149,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SWSFNYK,8/26/2014 01:09:53 PM,8/20/2014,23,0,68.0,1.0,0,0,1
3150,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SB6VGHA,12/27/2014 10:04:16 AM,12/26/2014,23,0,68.0,1.0,0,0,0
3151,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SUORXCQ,12/27/2014 10:04:09 AM,12/26/2014,23,0,68.0,1.0,0,0,1
3152,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SA1P0AC,10/4/2015 01:22:23 PM,10/2/2015,24,0,68.0,1.0,0,0,0
3153,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S5F9OUP,3/21/2016 12:45:50 PM,3/20/2016,24,0,68.0,1.0,0,0,1
3154,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S9LWILZ,10/1/2016 12:48:48 PM,9/29/2016,25,0,68.0,1.0,0,0,0
3155,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SSV86DS,8/31/2016 03:10:35 PM,10/3/2016,25,0,30.0,2.0,91,91,0
3156,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S7ZTG1D,10/17/2016 10:05:29 AM,10/13/2016,25,0,68.0,2.0,0,0,0
3157,JUE,784,737,23,SGVQIETH,S9E5H3H68L,STEQY4S,1/15/2017 11:03:35 AM,1/15/2017,25,0,68.0,2.0,0,0,1
3158,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S9K3MQC,2/24/2017 01:42:22 PM,2/23/2017,25,0,68.0,2.0,0,0,1
3159,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SXETMKN,2/24/2017 01:35:42 PM,3/6/2017,25,0,12.0,2.0,18,338,0
3160,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SAY006O,1/15/2017 11:01:02 AM,11/10/2017,25,0,210.0,8.0,508,508,0
3161,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SRJVWVK,6/20/2018 04:00:00 AM,6/20/2018,27,0,68.0,8.0,0,0,1
3162,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SKMTSGZ,2/24/2017 01:42:25 PM,7/29/2018,25,0,317.0,21.0,1024,1427,0
3163,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S187HN6,2/4/2018 03:00:00 AM,7/29/2018,26,0,84.0,6.0,400,1733,0
3164,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SWNWTB0,7/27/2017 03:00:00 AM,12/2/2018,26,0,295.0,21.0,1010,2016,0
3165,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SF1HNTD,4/13/2017 01:48:21 PM,12/4/2018,25,0,356.0,24.0,1242,1242,1
3166,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SNRRY7B,6/28/2015 09:53:12 AM,2/21/2019,24,2,808.0,52.0,2663,2663,1
3167,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S8GSDVT,8/7/2016 03:50:05 PM,3/15/2019,25,4,605.0,35.0,1943,1943,1
3168,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SMS95YV,4/26/2016 12:36:46 PM,4/1/2019,24,4,675.0,43.0,2200,2200,0
3169,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SHN6MRM,3/21/2016 12:45:52 PM,4/1/2019,24,4,697.0,46.0,2274,2274,1
3170,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SA0HAQU,12/25/2016 09:56:16 AM,4/1/2019,25,2,532.0,31.0,1683,1683,0
3171,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SQLQUGB,4/9/2016 12:24:04 PM,4/1/2019,24,4,681.0,45.0,2240,2240,0
3172,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SVYQMUT,3/29/2016 10:31:13 AM,4/1/2019,24,4,691.0,46.0,2258,2258,0
3173,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S17XX51,12/2/2015 11:49:35 AM,4/1/2019,24,4,736.0,46.0,2408,2408,0
3174,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S553UAR,4/1/2019 03:00:00 AM,4/1/2019,27,0,68.0,46.0,0,0,1
3175,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,SSG1XB8,2/18/2015 02:00:36 PM,10/5/2015,23,0,124.0,12.0,493,952,0
3176,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,SJBC8DW,10/6/2015 12:55:14 PM,10/5/2015,24,0,68.0,12.0,0,0,0
3177,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,SQ6271L,5/7/2015 01:04:33 PM,2/12/2016,23,0,145.0,12.0,511,511,0
3178,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,SLDZXTX,7/19/2016 08:20:13 AM,7/14/2016,25,0,68.0,12.0,0,0,1
3179,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,SZKQYL5,10/6/2015 12:55:16 PM,2/23/2017,24,2,277.0,16.0,993,993,0
3180,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,SSWBNG9,5/12/2015 09:02:35 AM,11/10/2017,23,2,549.0,35.0,1729,1729,1
3181,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,SV17CL3,2/9/2019 02:00:00 AM,2/25/2019,27,0,8.0,35.0,34,1595,0
3182,JUE,763,737,27,NDHIN24J,OYDJ5GDV5Y,SYRGQSR,3/3/2018 04:30:00 AM,12/22/2018,18,0,139.0,5.0,473,591,0
3183,JUE,763,737,27,O2TTMHGN,CH4796JKU6,SEI8SG0,4/22/2017 11:03:00 AM,4/22/2017,17,0,68.0,5.0,0,0,1
3184,JUE,763,737,27,BCVYN3GP,EY51J5PJUR,SFELZJQ,2/21/2016 08:21:08 AM,4/22/2017,16,3,403.0,7.0,828,828,1
