,OPERATOR_CD,AIRCRAFT_CD,FLEET_CD,CHAPTER_CD,PART_GROUP_CD,PART_NUMBER,SERIAL_NUMBER,INSTALL_DT,REMOVAL_DT,AIRCRAFT_AGE,REPETITIVE_FAULT_QT,MEL_QTY,DELAY_QTY,TIME_SINCE_INSTALL_CYCLES,TIME_SINCE_NEW_CYCLES,PART_REMOVAL
1,VST,478,737,23,UV1QK3PU,VCFF5E1530,SJBEPWN,6/13/2016 02:54:51 PM,10/9/2018,16,9,366.0,74.0,2325,2410,1
2,VST,478,737,34,70J139RY,INMPMQTE8V,S49E8WE,2/23/2019 04:42:00 PM,2/25/2019,18,1,1.0,1.0,8,8,1
3,VST,479,737,46,2562CGF4,6HAG5HHU8K,S3TRZMY,10/11/2016 11:32:53 PM,10/26/2016,19,2,7.0,3.0,24,37,0
4,VST,479,737,22,ZPYPBIS7,Y4OG6SEB7W,SK7M6J3,5/10/2017 07:57:00 AM,5/11/2017,20,1,68.0,3.0,6,185772,1
5,VST,479,737,34,0B34RUZA,8EBJKNHVJ0,SAF0SI3,12/20/2017 08:34:00 AM,7/7/2019,20,2,222.0,12.0,1352,1352,1
6,VST,478,737,21,T478ZQSY,XCOBO1EDAB,STQ7059,8/11/2017 04:22:00 PM,8/11/2017,17,0,68.0,12.0,0,0,1
7,VST,478,737,23,D8AYE21Y,XUWVF4E20O,SKT8SPB,7/3/2017 11:04:00 PM,7/3/2017,17,0,68.0,12.0,0,2543,0
8,VST,478,737,35,JXK1JF3A,LGKCSK7X1K,S5UZMMI,5/21/2019 07:04:00 AM,6/28/2019,19,0,12.0,12.0,100,1532,0
9,VST,479,737,22,UP1BR74P,42X6ETXLOY,S0FGK20,10/22/2016 04:59:38 PM,10/22/2016,19,0,68.0,12.0,0,0,0
10,VST,479,737,34,0B34RUZA,8EBJKNHVJ0,SA68826,9/26/2017 11:52:00 PM,12/20/2017,20,4,54.0,12.0,209,1082,0
11,VST,479,737,34,70J139RY,ZOUUAQU4LQ,SHW8NU7,7/7/2018 03:00:00 PM,8/24/2018,21,0,26.0,12.0,118,2079,0
12,VST,835,737,26,Z0419Y6Y,QQV6XFVYD8,S58YDVG,7/28/2017 02:04:00 PM,7/28/2017,20,0,68.0,12.0,0,0,0
13,VST,478,737,23,D8AYE21Y,XUWVF4E20O,SKT8SPB,7/3/2017 11:04:00 PM,7/3/2017,17,0,68.0,12.0,0,2543,1
14,VST,478,737,34,HCRRNBLY,RLYUP9WH7V,S9UOU0K,7/2/2016 02:43:22 PM,8/6/2016,16,0,27.0,4.0,120,120,1
15,VST,835,737,21,X5JTS6Y8,MXWCJWOZE1,SXJOODX,4/3/2018 05:21:00 PM,4/18/2018,20,0,8.0,4.0,0,0,1
16,VST,835,737,22,ZPYPBIS7,Y4OG6SEB7W,SXOQWRT,7/5/2017 10:00:00 AM,7/6/2017,20,2,68.0,1.0,6,1115,0
17,VST,955,737,22,ZPYPBIS7,Y4OG6SEB7W,S8TD751,12/22/2015 05:51:40 PM,12/22/2015,16,0,68.0,1.0,0,0,0
18,VST,955,737,23,D8AYE21Y,XUWVF4E20O,SMZ3UYR,12/9/2015 10:32:15 AM,5/27/2016,16,4,108.0,20.0,619,10041,0
19,VST,955,737,23,D8AYE21Y,XUWVF4E20O,SMZ3UYR,6/17/2016 09:03:26 AM,5/6/2018,16,9,335.0,93.0,1908,11949,1
20,VST,955,737,34,0B34RUZA,8EBJKNHVJ0,SA68826,3/16/2018 04:00:00 PM,6/7/2018,18,2,51.0,1.0,274,1356,0
21,VST,835,737,34,0B34RUZA,8EBJKNHVJ0,S9WOOGN,8/10/2017 05:26:00 PM,11/13/2017,20,0,32.0,1.0,225,225,0
22,VST,835,737,34,0B34RUZA,8EBJKNHVJ0,SY0NDUD,11/13/2017 04:49:00 AM,1/13/2018,20,0,23.0,1.0,206,2122,0
23,VST,835,737,34,7JB1EVNZ,U3M2T9HXCI,SVFHHOT,3/16/2017 03:33:57 PM,6/27/2018,19,2,200.0,28.0,1411,1880,1
24,VST,955,737,49,ODUACI0R,8POD6GSA6U,SBE6EHX,2/7/2017 04:53:54 PM,2/18/2017,17,1,7.0,9.0,42,1043,0
25,VST,955,737,52,G7IKD920,18073U132B,SX9349G,1/2/2017 08:14:46 AM,1/1/2017,17,0,68.0,9.0,0,0,1
26,VST,955,737,34,KF5BMNRS,PQ3GFNA93Z,SCMTHKN,3/9/2016 08:53:19 AM,3/9/2016,16,0,68.0,9.0,0,0,1
27,VST,955,737,49,ODUACI0R,8POD6GSA6U,S4QO80S,4/8/2017 01:32:51 PM,8/12/2017,17,0,63.0,18.0,365,1751,1
28,VST,955,737,34,XYX3VDYJ,DPBY63LV1E,SZQ9H3B,6/7/2018 05:45:00 PM,6/7/2018,18,0,68.0,18.0,0,0,0
29,VST,955,737,49,ODUACI0R,8POD6GSA6U,S209LLW,1/20/2017 02:37:04 PM,2/7/2017,17,3,9.0,6.0,69,1252,0
30,VST,955,737,23,A8OMKRPP,JKHJUN7KG5,SF1B36J,12/6/2015 07:51:35 AM,5/24/2016,16,3,109.0,20.0,609,4201,1
31,VST,955,737,31,2IJE5ZLL,XCPO6IXK0R,S5UML17,9/1/2018 07:33:00 AM,9/1/2018,18,0,68.0,20.0,2,2,0
32,VST,955,737,24,SUF9Y1QZ,GK43ODWAAK,S0ZZ4B1,2/8/2017 05:52:55 PM,2/9/2017,17,0,68.0,20.0,0,3771,1
33,VST,955,737,25,9J9W5M2K,VBN6R8TFNO,SEEJX3G,3/26/2017 05:11:36 PM,3/28/2017,17,0,2.0,5.0,6,360,0
34,VST,835,737,34,FO4HDJW9,9Q4BVHLJ2E,S0VRJ6L,10/21/2016 12:34:52 AM,10/21/2016,19,0,68.0,5.0,0,0,0
35,VST,835,737,34,FO4HDJW9,9Q4BVHLJ2E,SFLVZ2Y,9/30/2018 08:21:00 AM,2/5/2019,21,2,38.0,5.0,376,16115,1
36,VST,955,737,31,2IJE5ZLL,6FBGIRIYEP,SJGH0B7,8/28/2018 04:39:00 PM,9/1/2018,18,2,3.0,5.0,8,22383,1
37,VST,955,737,34,0B34RUZA,8EBJKNHVJ0,SA68826,7/28/2018 07:06:00 AM,9/10/2018,18,0,18.0,5.0,135,1491,0
38,VST,955,737,49,ODUACI0R,8POD6GSA6U,SBE6EHX,4/13/2018 04:13:00 PM,5/31/2018,18,4,36.0,1.0,140,1759,0
39,VST,478,737,23,HW35LFMF,YIEFJ7HC7G,SQGE4O6,5/2/2015 05:08:41 PM,6/22/2016,15,3,109.0,34.0,660,660,0
40,VST,478,737,24,0FER19FD,M88Q0M71F0,SBXRRH0,2/11/2018 03:12:00 PM,2/10/2018,17,0,68.0,34.0,0,9922,0
41,VST,478,737,24,WZN2LA9V,M88Q0M71F0,S6YBRC6,2/11/2018 03:12:00 PM,2/10/2018,17,0,68.0,34.0,0,4336,1
42,VST,478,737,34,0B34RUZA,8EBJKNHVJ0,SA68826,8/28/2016 02:16:34 PM,8/30/2016,16,0,68.0,34.0,20,816,0
43,VST,478,737,34,70J139RY,INMPMQTE8V,SSK3WD4,5/25/2019 01:22:00 AM,5/25/2019,19,0,68.0,34.0,0,274,0
44,VST,478,737,34,70J139RY,INMPMQTE8V,S3MXY1Z,5/25/2019 01:22:00 AM,5/25/2019,19,0,68.0,34.0,0,1964,0
45,VST,478,737,34,9RUMUTNF,H4PTOWFVMK,SY1XY61,2/12/2018 11:55:00 PM,2/12/2018,17,0,68.0,34.0,0,2121,0
46,VST,478,737,34,9RUMUTNF,H4PTOWFVMK,SMG32RM,2/12/2018 11:55:00 PM,2/12/2018,17,0,68.0,34.0,0,1962,0
47,VST,479,737,34,70J139RY,ZOUUAQU4LQ,SVYSXGU,7/7/2018 03:00:00 PM,7/7/2018,21,0,68.0,34.0,0,1961,0
48,VST,479,737,22,ZPYPBIS7,Y4OG6SEB7W,SINGNBZ,12/4/2016 02:12:22 PM,12/3/2016,19,0,68.0,34.0,0,199,0
49,VST,479,737,24,V7DVY74Q,7K2RY21WDT,S5Y4O3X,7/2/2016 01:57:07 PM,6/18/2016,19,0,68.0,34.0,0,0,0
50,VST,479,737,27,TKVBNE8L,MA333UYCQV,SMXMXH9,9/26/2017 11:45:00 PM,9/26/2017,20,0,68.0,34.0,0,1175,1
51,JUE,527,787,21,E6MWYN7M,CCUF2OGF5I,S9I1TTP,1/9/2019 02:00:00 AM,1/9/2019,15,0,68.0,34.0,0,1474,0
52,JUE,527,787,23,VSRGTVJA,BACK24Y0AU,SZ9HE1O,3/28/2018 06:00:00 AM,3/28/2018,14,0,68.0,34.0,0,2216,0
53,JUE,527,787,23,6DD3YKNX,U2IQGZMIZQ,SEKA6R2,6/20/2018 05:45:00 AM,6/20/2018,15,0,68.0,34.0,0,93,0
54,JUE,527,787,25,I183SYJL,2HXY3FA2HE,SN1HPSF,12/20/2017 07:20:00 AM,12/20/2017,14,0,68.0,34.0,0,1402,1
55,JUE,527,787,23,VSRGTVJA,BACK24Y0AU,SZ9HE1O,8/31/2017 10:15:00 PM,8/31/2017,14,0,68.0,34.0,0,1682,0
56,JUE,527,787,27,HC0IXDC8,79UW3OH4ZF,SB6IX1X,5/7/2018 02:35:00 PM,5/7/2018,14,0,68.0,34.0,0,1530,0
57,JUE,527,787,31,PSD99GPJ,CFF4DLITYW,S0C694I,4/16/2016 02:47:43 PM,4/14/2016,12,0,68.0,34.0,0,0,0
58,JUE,527,787,31,PSD99GPJ,CFF4DLITYW,S2SUVHK,4/16/2016 02:47:43 PM,4/14/2016,12,0,68.0,34.0,0,0,0
59,JUE,527,787,31,PSD99GPJ,CFF4DLITYW,SZIF8YX,9/25/2016 09:40:09 AM,9/22/2016,13,0,68.0,34.0,0,10571,0
60,JUE,527,787,34,KGCUCE6T,D0CP5U39TQ,S4QCJJB,6/4/2018 08:20:00 PM,6/4/2018,15,0,68.0,34.0,0,1181,0
61,JUE,527,787,36,5CZRO925,904SPVP7BJ,S782K3J,4/18/2017 11:20:00 PM,4/18/2017,13,0,68.0,34.0,0,2885,1
62,JUE,784,737,23,EYKD747A,ULBZFIO5RS,S074FMJ,5/2/2016 11:30:52 AM,4/30/2016,24,0,68.0,34.0,0,5389,0
63,JUE,784,737,23,EYKD747A,ULBZFIO5RS,S074FMJ,5/2/2016 11:30:52 AM,11/26/2016,24,2,132.0,9.0,469,5858,0
64,JUE,527,787,21,E6MWYN7M,GXSDGE0QRA,SFO85YR,1/9/2019 02:00:00 AM,1/9/2019,15,0,68.0,9.0,0,1474,0
65,JUE,527,787,23,VSRGTVJA,BACK24Y0AU,SZKTAYG,8/31/2017 10:15:00 PM,8/31/2017,14,0,68.0,9.0,0,3380,0
66,JUE,527,787,23,6DD3YKNX,U2IQGZMIZQ,S91301A,6/20/2018 05:45:00 AM,6/20/2018,15,0,68.0,9.0,0,4071,0
67,JUE,527,787,25,GVWFROSQ,2HXY3FA2HE,SRRRF4O,12/20/2017 07:20:00 AM,12/20/2017,14,0,68.0,9.0,0,528,0
68,VST,478,737,38,2BVMKPZ8,EL2HRJCF36,S5CBZ26,1/26/2018 08:00:00 AM,1/26/2018,17,0,68.0,9.0,0,632,0
69,JUE,527,787,27,HC0IXDC8,79UW3OH4ZF,SBGKWSV,5/7/2018 02:35:00 PM,5/7/2018,14,0,68.0,9.0,0,0,0
70,JUE,527,787,31,PSD99GPJ,CFF4DLITYW,SEXV5JB,9/18/2016 09:51:26 AM,9/22/2016,13,0,68.0,9.0,13,13,0
71,VST,478,737,38,0JDRNYEG,EL2HRJCF36,SLWAZ2P,1/26/2018 08:00:00 AM,1/26/2018,17,0,68.0,9.0,0,0,0
72,JUE,784,737,34,O9AFQD5K,BGO5MRXKZH,SZGYOGB,5/15/2018 11:00:00 AM,5/15/2018,26,0,68.0,9.0,0,9669,0
73,JUE,784,737,34,MTJBEUN4,KZYUA718N0,S80QHCY,3/17/2015 10:51:43 AM,6/6/2015,23,0,43.0,4.0,187,1578,0
74,JUE,784,737,34,MTJBEUN4,VGUHYY5N2A,SMHQ8VE,4/6/2019 02:30:00 AM,4/6/2019,27,0,68.0,4.0,0,1096,0
75,JUE,784,737,34,MTJBEUN4,VGUHYY5N2A,SAS3M2Y,4/6/2019 02:30:00 AM,4/6/2019,27,0,68.0,4.0,0,87,0
76,JUE,784,737,34,NSYOWZF5,UA3C28P2L2,SHHF0XL,11/27/2017 03:00:00 AM,11/27/2017,26,0,68.0,4.0,0,0,0
77,JUE,784,737,34,MTJBEUN4,NIPU4569D2,SAPQYKY,6/9/2015 09:42:47 AM,6/6/2015,24,0,68.0,4.0,2,21167,0
78,JUE,527,787,34,KGCUCE6T,D0CP5U39TQ,S2BVHA3,6/4/2018 08:20:00 PM,6/4/2018,15,0,68.0,4.0,0,0,0
79,JUE,527,787,34,0KLROHJ4,INMPMQTE8V,S14LCO3,6/29/2019 06:00:00 AM,6/29/2019,16,0,68.0,4.0,0,2283,0
80,JUE,527,787,34,0KLROHJ4,INMPMQTE8V,S7CFL91,6/29/2019 06:00:00 AM,6/29/2019,16,0,68.0,4.0,0,19953,0
81,JUE,784,737,34,28RJTYKX,K4BZ39AKRS,S36SZBV,9/2/2018 04:10:00 AM,9/3/2018,27,0,1.0,4.0,0,1262,0
82,JUE,784,737,34,28RJTYKX,K4BZ39AKRS,SNH4VAB,9/2/2018 04:10:00 AM,9/3/2018,27,0,1.0,4.0,0,3916,0
83,JUE,784,737,34,28RJTYKX,K4BZ39AKRS,SMQYFNN,1/23/2019 08:28:00 AM,1/23/2019,27,0,68.0,4.0,0,4232,0
84,JUE,784,737,34,9RUMUTNF,H4PTOWFVMK,SSEB91B,4/5/2018 05:25:00 AM,4/5/2018,26,0,68.0,4.0,0,8579,0
85,JUE,527,787,36,5CZRO925,99G9A7R5N6,SR66Y32,4/18/2017 11:20:00 PM,4/18/2017,13,0,68.0,4.0,0,1887,1
86,VST,479,737,27,TKVBNE8L,MA333UYCQV,SZIJ38Q,9/26/2017 11:45:00 PM,9/26/2017,20,0,68.0,4.0,0,7604,1
87,JUE,763,737,23,1GL4OC1D,7QOHXA8PGD,S0F6321,7/7/2017 07:45:00 PM,7/7/2017,17,0,68.0,4.0,0,10949,0
88,JUE,763,737,23,1GL4OC1D,7QOHXA8PGD,S0F6321,1/13/2019 07:00:00 PM,1/13/2019,19,0,68.0,4.0,0,12096,0
89,JUE,763,737,23,1GL4OC1D,7QOHXA8PGD,SO0HFGA,6/1/2019 02:45:00 AM,6/1/2019,19,0,68.0,4.0,0,17277,0
90,VST,478,737,34,0B34RUZA,FMVGOPSVP4,SHHET8Z,9/11/2016 01:39:51 AM,9/19/2016,16,0,6.0,4.0,26,26,0
91,JUE,763,737,23,EYKD747A,K7ZO1B0Z74,S0EQUNI,1/7/2019 07:30:00 PM,1/7/2019,19,0,68.0,4.0,0,3519,0
92,VST,478,737,23,4TNKX8PC,R0RN6M3JEV,STL8N7W,6/12/2018 03:37:00 PM,6/12/2018,18,0,68.0,4.0,0,0,1
93,JUE,763,737,23,EOW9EFME,FWYLO5EBDL,SNY53ZI,11/2/2014 01:35:33 PM,10/30/2014,15,0,68.0,4.0,0,0,0
94,JUE,763,737,23,4TNKX8PC,KRG02ACPBX,SIUDGP2,9/10/2017 07:30:00 PM,9/10/2017,18,0,68.0,4.0,0,11026,0
95,JUE,763,737,21,5BAYBH98,1E77X8FBN8,SHTGNPH,10/13/2018 05:03:00 AM,10/13/2018,19,0,68.0,4.0,0,2067,0
96,JUE,763,737,23,1GL4OC1D,7QOHXA8PGD,S6U2YWJ,4/25/2019 04:00:00 AM,4/25/2019,19,0,68.0,4.0,0,21002,0
97,JUE,763,737,34,O9AFQD5K,RK5KAQCL6P,SR84CEV,9/21/2013 01:21:11 PM,5/28/2015,14,2,125.0,9.0,1255,9190,1
98,JUE,763,737,34,O9AFQD5K,Y1HUMITESS,SLEWTAE,6/6/2015 03:14:43 PM,8/22/2015,15,0,24.0,2.0,180,3684,0
99,JUE,763,737,34,QPNB7SKC,J1W2Z3MPTJ,SVB6REK,3/22/2018 02:00:00 AM,3/22/2018,18,0,68.0,2.0,0,0,0
100,JUE,763,737,35,6D5FGSHS,FDO7Z6CGG5,SUWD4DK,1/4/2016 10:01:39 AM,2/23/2016,16,0,11.0,2.0,57,5301,0
101,JUE,763,737,35,6D5FGSHS,LGKCSK7X1K,SHO1TOR,5/3/2014 01:00:09 PM,2/23/2016,14,0,253.0,12.0,1308,3884,0
102,JUE,784,737,34,O9AFQD5K,ZHUEKNDS40,SU6B4M0,6/16/2013 11:03:18 AM,2/27/2015,22,4,111.0,7.0,1144,3191,0
103,JUE,784,737,34,MTJBEUN4,KZYUA718N0,S90A5R3,3/17/2015 10:51:43 AM,6/9/2015,23,0,45.0,4.0,194,1585,0
104,JUE,784,737,34,MTJBEUN4,NIPU4569D2,SAPQYKY,6/9/2015 10:10:20 AM,6/9/2015,24,0,68.0,4.0,7,21174,0
105,JUE,784,737,34,9RUMUTNF,H4PTOWFVMK,SUZEBN0,4/5/2018 05:25:00 AM,4/5/2018,26,0,68.0,4.0,0,870,0
106,JUE,784,737,34,7JB1EVNZ,U3M2T9HXCI,SMLYRPT,4/1/2019 06:53:00 PM,4/1/2019,27,0,68.0,4.0,0,4365,0
107,JUE,763,737,34,MTJBEUN4,VGUHYY5N2A,S01YGJ3,7/18/2016 10:22:02 AM,7/22/2016,17,0,2.0,4.0,2,2,0
108,JUE,763,737,34,MTJBEUN4,VGUHYY5N2A,SY8S45H,10/3/2017 04:30:00 AM,10/3/2017,18,0,68.0,4.0,0,524,0
109,JUE,763,737,34,MTJBEUN4,VGUHYY5N2A,S7XWCMS,10/3/2017 04:30:00 AM,10/3/2017,18,0,68.0,4.0,0,12851,0
110,JUE,763,737,28,NYWGW12T,T9295919S8,S1OGS7A,10/29/2018 04:15:00 AM,10/29/2018,19,0,68.0,4.0,0,3155,0
111,JUE,763,737,29,COTBKXMD,0NYTYRJET2,SH58ETL,11/13/2018 02:57:00 AM,11/13/2018,19,0,68.0,4.0,0,954,0
112,JUE,763,737,34,MTJBEUN4,VGUHYY5N2A,SW8UKI5,6/15/2018 05:15:00 AM,6/15/2018,18,0,68.0,4.0,0,19493,0
113,JUE,763,737,34,XYX3VDYJ,DPBY63LV1E,SCZG6EK,9/27/2018 03:15:00 AM,9/27/2018,19,0,68.0,4.0,0,1819,0
114,JUE,763,737,35,6D5FGSHS,FDO7Z6CGG5,SQW7XDV,4/8/2014 10:32:09 AM,2/23/2016,14,0,253.0,12.0,1523,4582,0
115,JUE,784,737,23,EYKD747A,ULBZFIO5RS,SAMHPFE,11/10/2015 11:11:26 AM,11/9/2015,24,0,68.0,12.0,0,3754,0
116,JUE,784,737,23,EYKD747A,ULBZFIO5RS,SAMHPFE,11/10/2015 11:11:26 AM,4/30/2016,24,0,81.0,3.0,270,4024,0
117,JUE,784,737,24,R29MUPTJ,WNWIA6POIR,SEFO5BZ,8/9/2014 11:45:13 AM,9/7/2015,23,0,214.0,17.0,839,2164,0
118,JUE,763,737,36,OAP1SV0A,Z9CBHZLVCH,S1X7YTW,5/24/2016 01:11:07 PM,5/24/2016,16,0,68.0,17.0,8,8,0
119,JUE,763,737,28,NYWGW12T,T9295919S8,S8PSNWA,10/29/2018 04:15:00 AM,10/29/2018,19,0,68.0,17.0,0,3155,0
120,JUE,763,737,29,COTBKXMD,0NYTYRJET2,SM2B7KA,9/21/2014 01:31:12 PM,3/27/2016,15,4,259.0,14.0,2181,12135,0
121,JUE,763,737,29,COTBKXMD,0NYTYRJET2,SM2B7KA,8/18/2017 07:00:00 PM,8/18/2017,18,0,68.0,14.0,0,13185,0
122,JUE,763,737,34,MTJBEUN4,KZYUA718N0,S02XQ73,9/22/2017 07:03:00 PM,9/22/2017,18,0,68.0,14.0,0,4,0
123,JUE,763,737,34,QPNB7SKC,J1W2Z3MPTJ,SA5JHL1,3/22/2018 02:00:00 AM,3/22/2018,18,0,68.0,14.0,0,0,0
124,JUE,763,737,34,MTJBEUN4,VGUHYY5N2A,S1LRII8,9/22/2017 07:03:00 PM,9/22/2017,18,0,68.0,14.0,0,915,0
125,JUE,763,737,34,28RJTYKX,K4BZ39AKRS,SOKLIQ4,4/4/2016 09:04:26 AM,4/3/2016,16,0,68.0,14.0,0,2197,0
126,JUE,763,737,34,28RJTYKX,K4BZ39AKRS,SZQMYAH,4/4/2016 09:04:26 AM,4/3/2016,16,0,68.0,14.0,0,18946,0
127,JUE,784,737,30,E3CFO6RC,43ETRAH06B,S1RAI5E,11/1/2015 11:18:54 AM,8/2/2016,24,7,142.0,7.0,493,493,0
128,JUE,784,737,30,E3CFO6RC,43ETRAH06B,S8FS27L,2/13/2016 04:22:08 AM,8/2/2016,24,2,100.0,7.0,377,377,0
129,JUE,763,737,31,54CX68US,2COAU39QFO,S7LSQV1,8/30/2014 01:57:25 PM,9/14/2014,15,0,7.0,7.0,1264,1264,1
130,VST,479,737,34,70J139RY,ZOUUAQU4LQ,SHW8NU7,7/7/2018 03:00:00 PM,7/7/2018,21,0,68.0,7.0,0,1961,0
131,VST,835,737,34,0B34RUZA,8EBJKNHVJ0,SY0NDUD,5/13/2018 03:00:00 PM,5/13/2018,20,0,68.0,7.0,0,2278,0
132,VST,835,737,34,QPNB7SKC,IVIGI7SPR2,SFYE1P7,9/19/2016 02:21:48 PM,2/25/2017,19,4,72.0,18.0,499,499,0
133,VST,478,737,34,0B34RUZA,8EBJKNHVJ0,SY0NDUD,11/20/2015 03:18:41 PM,8/22/2016,15,4,141.0,40.0,785,785,0
134,JUE,763,737,26,Z0419Y6Y,QQV6XFVYD8,SLSPZD7,1/30/2018 09:04:07 AM,1/30/2018,18,0,68.0,40.0,0,901,0
135,VST,835,737,22,CPTRZ6N1,UVCBMZEIMB,S4RIN3Y,3/22/2018 09:00:00 PM,3/22/2018,20,0,68.0,40.0,0,0,0
136,JUE,915,787,24,C4SCHXSE,YK4Y33QJV7,SQERKJA,12/11/2016 10:07:29 AM,12/7/2016,18,0,68.0,40.0,0,131,0
137,JUE,915,787,24,C4SCHXSE,YK4Y33QJV7,S87RP37,12/7/2015 01:42:36 PM,12/7/2016,17,0,146.0,7.0,707,707,0
138,JUE,915,787,34,S9NETWOU,K4BZ39AKRS,SZQ51CQ,2/6/2016 01:14:31 PM,2/8/2016,17,0,68.0,7.0,14,19026,0
139,JUE,915,787,35,30UPCB7X,ZDFLSP6P98,SJBL2K6,9/25/2016 10:30:17 AM,10/31/2016,18,0,15.0,1.0,72,2854,0
140,JUE,925,787,23,VSRGTVJA,1FNI7BWPXJ,S0F53IN,11/29/2017 05:30:00 AM,11/29/2017,13,0,68.0,1.0,0,1902,0
141,JUE,915,787,25,I183SYJL,BX6XWWANUP,SX2ATQK,8/12/2015 09:44:43 AM,1/21/2016,17,0,53.0,4.0,303,303,1
142,JUE,915,787,23,CM4EQ87M,45A2FBMM66,STK5H3Z,7/27/2018 10:40:00 PM,7/27/2018,20,0,68.0,4.0,0,406,0
143,JUE,915,787,23,YYPSQ3OL,FWYLO5EBDL,SRJE8BM,7/27/2015 08:47:09 AM,5/9/2016,17,0,95.0,7.0,475,687,0
144,VST,955,737,35,JXK1JF3A,FDO7Z6CGG5,SYXGE9C,5/19/2016 04:17:41 PM,5/20/2016,16,0,1.0,7.0,4,215,0
145,VST,835,737,34,0B34RUZA,8EBJKNHVJ0,SZJUF5W,5/13/2018 03:00:00 PM,5/13/2018,20,0,68.0,7.0,0,882,0
146,VST,835,737,34,QPNB7SKC,IVIGI7SPR2,S1EB1PP,9/19/2016 10:36:32 AM,2/25/2017,19,4,72.0,18.0,499,4426,0
147,VST,835,737,22,CPTRZ6N1,UVCBMZEIMB,S7K4ZP4,3/22/2018 09:00:00 PM,3/22/2018,20,0,68.0,18.0,0,0,0
148,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,S3MQBPT,8/16/2018 03:55:00 AM,8/16/2018,15,0,68.0,18.0,0,286,0
149,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,S0JEYU5,8/16/2018 03:55:00 AM,8/16/2018,15,0,68.0,18.0,0,199,0
150,JUE,527,787,23,VSRGTVJA,BACK24Y0AU,SZKTAYG,3/28/2018 06:00:00 AM,3/28/2018,14,0,68.0,18.0,0,3914,0
151,JUE,527,787,23,6DD3YKNX,U2IQGZMIZQ,S91301A,3/11/2019 03:00:00 AM,3/11/2019,15,0,68.0,18.0,0,4700,0
152,JUE,527,787,23,6DD3YKNX,U2IQGZMIZQ,SX71FNW,3/11/2019 03:00:00 AM,3/11/2019,15,0,68.0,18.0,0,627,0
153,JUE,915,787,23,6DD3YKNX,FY6Q1ZHFEO,SQLFGWX,4/25/2018 06:20:00 PM,4/25/2018,19,0,68.0,18.0,0,19711,0
154,JUE,915,787,24,C4SCHXSE,YK4Y33QJV7,SDGUOUH,10/6/2015 01:16:37 PM,10/6/2015,17,0,68.0,18.0,6,194,0
155,JUE,915,787,23,CM4EQ87M,45A2FBMM66,SKT2L8Z,3/9/2019 06:52:00 PM,3/9/2019,20,0,68.0,18.0,0,288,0
156,JUE,915,787,23,CM4EQ87M,45A2FBMM66,SIH33FW,4/1/2019 11:00:00 PM,4/8/2019,20,0,68.0,18.0,0,14,1
157,JUE,915,787,23,YYPSQ3OL,FWYLO5EBDL,SPCSU8K,5/9/2016 03:17:34 PM,5/9/2016,17,0,68.0,18.0,0,451,0
158,JUE,784,737,34,O9AFQD5K,H34Z0K0VC5,S0VMEZ4,5/15/2018 11:00:00 AM,5/15/2018,26,0,68.0,18.0,0,1650,0
159,JUE,784,737,34,NSYOWZF5,UA3C28P2L2,SME4F83,11/27/2017 03:00:00 AM,11/27/2017,26,0,68.0,18.0,0,6134,0
160,JUE,784,737,34,7JB1EVNZ,U3M2T9HXCI,SOFNYNW,4/1/2019 06:53:00 PM,4/1/2019,27,0,68.0,18.0,0,4365,0
161,JUE,915,787,22,7FYOEJ6E,S5HZ0OB15O,SQPINTP,3/25/2018 02:30:00 AM,3/25/2018,19,0,68.0,18.0,0,1924,0
162,JUE,915,787,23,CM4EQ87M,45A2FBMM66,SDJERYA,10/26/2016 08:55:14 AM,10/24/2016,18,0,68.0,18.0,0,0,0
163,JUE,915,787,23,CM4EQ87M,45A2FBMM66,S3QSA62,10/26/2016 08:55:15 AM,10/24/2016,18,0,68.0,18.0,0,0,0
164,JUE,784,737,24,R29MUPTJ,WNWIA6POIR,SSS89M3,12/17/2014 01:30:22 PM,9/7/2015,23,0,149.0,12.0,629,629,0
165,VST,835,737,25,NHZ16T4H,LX7PIFTPP9,SXLBRKR,6/21/2017 04:38:00 PM,6/21/2017,20,0,68.0,12.0,0,0,1
166,JUE,784,737,26,JP1TTHIS,OCK5ECKWG7,SNBNFC9,1/23/2016 02:43:46 PM,3/12/2017,24,2,250.0,15.0,883,883,0
167,JUE,784,737,26,JP1TTHIS,OCK5ECKWG7,SQO2D3A,1/23/2016 02:43:46 PM,3/12/2017,24,2,250.0,15.0,883,883,0
168,JUE,784,737,26,ZWZ0LMSD,770BB66V28,S48KGZ3,5/13/2015 11:00:33 AM,5/12/2015,23,0,68.0,15.0,0,422,0
169,JUE,763,737,34,O9AFQD5K,BGO5MRXKZH,S50SHBF,6/6/2015 01:46:43 PM,6/16/2015,15,0,2.0,15.0,29,33,0
170,JUE,763,737,34,70J139RY,INMPMQTE8V,SGT33L1,8/22/2016 11:42:46 AM,8/20/2016,17,0,68.0,15.0,0,1424,0
171,JUE,763,737,35,Y4J2M62Q,73VWPUBCY2,SS2295U,4/1/2013 02:11:32 AM,2/16/2016,13,0,253.0,12.0,2119,4298,0
